Datum;Dan u tj.;Doručak;Kalorije (kcal);Ručak;Kalorije (kcal).1;Večera;Kalorije (kcal).2;Ukupno;Potrošio;Aktivnost;Kcal Potrošeno;Kg;;;;;
17.ruj;NED;kanapei;450;svinjski kare + pire + kolač + sok;1780;sok + tortilje;950;3180;2525;4k koraka;270;114 kg;;;;;
18.ruj;PON;sendviči + kolač + sok;1060;svinjski kare + pire + kolač + sok;880;cheese toasty + jabuka;580;2520;2000;5k + bic + koš;540;;;;;;
19.ruj;UTO;topli sendviči + sok;945;varivo i faširanci;520;sendviči + jabuka;790;2255;2000;2k koraka;150;;;;;;
20.ruj;SRI;sendviči + kuglice;960;b.meso i kroketi;1025;b.meso i kroketi + sok;1175;3160;2000;3k koraka;230;;;;;;
21.ruj;ČET;sendviči;700;kobasica + vrhnje + kruh + jabuka;840;sendviči ;640;2180;2000;2k koraka;110;;;;;;
22.ruj;PET;sendviči + kikiriki;960;hamburgeri;1000;kiflice;420;2380;2000;3k + bicikl;310;;;;;;
23.ruj;SUB;sendviči;800;grah i kruh;1100;jabuka + grah tortilje + sok;1040;2940;2525;1k koraka;100;;;;;;
24.ruj;NED;sendviči;700;mini tortilje;1500;tortlija sendviči + sok;1050;3250;2525;3k + bicikl;300;114,5 kg;;;;;
25.ruj;PON;pecivo i pašteta;640;grah i tjestenina;640;tortilja sendviči + jabuka;990;2270;2000;4k koraka;310;;;;;;
26.ruj;UTO;pecivo i pašteta;300;pizza + pommes + sok;1750;sok;300;2350;2000;4k koraka;380;;;;;;
27.ruj;SRI;pecivo i pašteta + sok;900;kikiriki + čufte;800;kokice i sendviči;900;2600;2000;4k + košarka;680;;;;;;
28.ruj;ČET;sendviči na kruhu + sok;1040;čufte + kruh;900;sendviči + kokice;1140;3080;2000;2k koraka;120;;;;;;
29.ruj;PET;sendviči;660;pohani som i restani krumpir;925;sendviči + sok + tost pašteta;1500;3085;2000;2k koraka;120;;;;;;
30.ruj;SUB;sendviči;700;b.meso + sos + kruh + pahuljice;890;sendviči + pahuljice;1000;2590;2525;1k koraka;110;;;;;;
1.lis;NED;sendviči;700;gulaš + čoko;940;sendviči;700;2340;2525;3k koraka;180;114,5 kg;;;;;
2.lis;PON;sendviči;700;slanac + pašteta;780;2 el pan pizze;800;2280;2000;11k koraka;680;;;;;;
3.lis;UTO;sendvič;350;bečki + riža + pizza send.;940;čips;830;2120;2000;4k koraka;300;;;;;;
4.lis;SRI;pizza sendvič;700;pizza sendvič + cordon sendvič;770;burek + jogurt + corny;775;2245;2000;1k koraka;70;;;;;;
5.lis;ČET;pizza sendvič;660;špageti + pizza sendvič;880;čips;800;2340;2000;4k koraka;280;;;;;;
6.lis;PET;ćevapi + pecivo + kečap;710;lisnato sa šunkom i sirom;1120;bananko + sendviči;930;2760;2000;12k koraka;770;;;;;;
7.lis;SUB;slanac + kolač;900;b.meso u kornfelksu + pire;1250;b.meso + sladoled;1125;3275;2525;2k koraka;160;;;;;;
8.lis;NED;pohani kruh;920;sladoled + b.meso i krumpir;1365;bananko + sendviči;1050;3335;2525;2k + bicikl;260;113,5 kg;;;;;
9.lis;PON;burek i jogurt;620;/;0;burek + čips;1220;1840;2000;12k + tjelesni;1110;;;;;;
10.lis;UTO;pizza sendvič;680;pljeskavica + njoke + čips;1090;cordon i pommes;730;2500;2000;8k koraka;500;;;;;;
11.lis;SRI;pizza sendvič;680;somun sendvič;420;svinjetina + kroketi + sendvič;1115;2215;2000;8k koraka;490;;;;;;
12.lis;ČET;pizza sendvič;680;špageti;550;b.meso i riža + čips;1325;2555;2000;8k + košarka;1010;;;;;;
13.lis;PET;somun sendvič ;1030;/;0;špageti + merci;1530;2560;2000;10 koraka;760;;;;;;
14.lis;SUB;sendviči;700;tortlije;1320;mandarine + sendviči;760;2780;2525;2.5k koraka;150;;;;;;
15.lis;NED;sendviči;600;ćevapi + lepinja + vrhnje;1520;sendviči +  čoko;1250;3370;2525;1k koraka;60;113,5 kg;;;;;
16.lis;PON;sendviči;600;cordon + riža;630;tortilje sendviči;1160;2390;2000;12k + tjelesni;1060;;;;;;
17.lis;UTO;tortilje sendviči;1040;ćevapi i riža;745;bečki i pomfrit;800;2585;2000;6k koraka;400;;;;;;
18.lis;SRI;pizza sendvič;680;pizza sendvič i cordon sendvič;760;b.meso i krumpir;900;2340;2000;12k koraka;790;;;;;;
19.lis;ČET;pizza sendvič;680;/;0;2 somuna s paštetom;1080;1760;2000;5k koraka;320;;;;;;
20.lis;PET;pizza sendvič;680;b.meso i riža + mandarine;960;sendviči;700;2340;2000;7k koraka;590;;;;;;
21.lis;SUB;slanci;750;big mac tortilje;1300;sendviči + pahuljice;1000;3050;2525;2k + lišće;160;;;;;;
22.lis;NED;sendviči;700;lungić + pire + sos;770;oreo + tortlija;2210;3680;2525;1k koraka;60;112,5 kg;;;;;
23.lis;PON;sendviči;700;gulaš i njoki;680;somun sendviči;1170;2550;2000;12k + tjelesni;1120;;;;;;
24.lis;UTO;ćevapi i kroketi;1080;cordon sendvič;400;čips + sok;1150;2630;2000;10k koraka;640;;;;;;
25.lis;SRI;pizza sendvič;680;roštiljke i riža;675;špageti i jabuke;840;2195;2000;5k + košarka;540;;;;;;
26.lis;ČET;pizza sendvič;680;svinjetina i riža s vrhnjem;630;čips;850;2160;2000;3k koraka;180;;;;;;
27.lis;PET;pizza sendvič;1020;sendvič;350;paprikaš + keksi;1900;3270;2000;8k koraka;640;;;;;;
28.lis;SUB;sendviči;640;pizza + keksi;1475;ostaci pizze;620;2735;2525;3k koraka;210;;;;;;
29.lis;NED;sendviči + keksi + mandarina;1200;b.meso u korfleksu + pire + keks;930;b.meso u kornfleksu + pecivo + vrhnje;810;2940;2525;2.5k koraka;180;113 kg;;;;;
30.lis;PON;/;0;grah i pecivo;950;lepinja sendvič;960;1910;2000;10k koraka;950;;;;;;
31.lis;UTO;gulaš;670;sendviči + sok + fererro;990;party mix + sendviči;840;2500;2000;8k koraka;530;;;;;;
1.stu;SRI;sendviči;700;sok + keksi + lazanje;1430;tortlija sendviči + sok;990;3120;2000;5k koraka;340;;;;;;
2.stu;ČET;hambi i lisnato hrenovka;720;b.meso i kroketi + bananko;1530;semdvič i sok;790;3040;2000;5k koraka;330;;;;;;
3.stu;PET;sendviči;700;ono kinesko;720;čoko + čips;1020;2440;2000;12k koraka;780;;;;;;
4.stu;SUB;sendviči;620;čufte + kruh;750;m&ms + čufte + kruh + čips;2000;3370;2525;1k koraka;100;;;;;;
5.stu;NED;sendviči;620;b.meso i krumpir + 505 sa crtom;1150;sendviči + party mix;910;2680;2525;0k koraka;0;112,5 kg;;;;;
6.stu;PON;sendviči;750;cordon sendvič;420;lepinja sendvič;1300;2470;2000;13k + tjelesni;1110;;;;;;
7.stu;UTO;hambi;850;meso i kroketi;625;čips + sok;1120;2595;2000;5k koraka;300;;;;;;
8.stu;SRI;burek sa sirom;600;pohano b.meso i riža + protein puding;765;Čips + protein puding;1000;2365;2000;8k koraka;510;;;;;;
9.stu;ČET;hambi;850;mesi i čudna riža;710;keksi;1260;2820;2000;5k koraka;300;;;;;;
10.stu;PET;burek;730;gulaš;550;sendviči i pahuljice;1050;2330;2000;8k + kolodvor;660;;;;;;
11.stu;SUB;sendvič i pahuljice;940;mini tortilje;1200;mini tortilje + pahuljice;1140;3280;2525;1k koraka;60;;;;;;
12.stu;NED;tottilje;900;musaka;600;sendviči + keksi;1220;2720;2525;4k + kolodvor;350;113 kg;;;;;
13.stu;PON;cordon i pekarski krumpir;760;gulaš;620;mini tortijle;1675;3055;2000;14k + tjelesni;1160;;;;;;
14.stu;UTO;pizza sendviči;680;pljeskavica i riža;770;čips + keksi;1570;3020;2000;8k koraka;500;;;;;;
15.stu;SRI;pizza sendvič + hambi;775;2 cordona, vrhnje i pecivo;1040;/;0;1815;2000;4k koraka;300;;;;;;
16.stu;ČET;pizza sendviči;700;lepinja sendvič;970;pljeska i riža;595;2265;2000;7k koraka;440;;;;;;
17.stu;PET;pizza sendviči;700;špageti + čoko;2110;sendviči + sok;790;3600;2000;7k + kolodvor;630;;;;;;
18.stu;SUB;sendviči + čoko;1020;forneti + b.meso i pire;1320;forneti + b.meso + vrhnje + čoko;1455;3795;2525;1k koraka;70;;;;;;
19.stu;NED;sendvič + čoko;875;pohani som i restani krumpir;1120;sendviči;930;2925;2525;4k + kolodvor;350;112, 5kg;;;;;
20.stu;PON;pizza sendviči;700;cordon i riža;570;somun sendviči;720;1990;2000;10k + tjelesni;960;;;;;;
21.stu;UTO;cordon i rizibizi;810;somun sendvič;710;somun sendvič + sok + čips;1740;3260;2000;6k koraka;400;;;;;;
22.stu;SRI;b.meso i riža;700;pizza sendviči;700;čips;870;2270;2000;9k koraka;560;;;;;;
23.stu;ČET;hambi;900;meso i krpice;720;sok + sendviči;910;2530;2000;7k koraka;430;;;;;;
24.stu;PET;sendviči;1040;Gulaš paprikaš;1320;pahuljice ;240;2600;2000;6k + kolodvor;550;;;;;;
25.stu;SUB;sendviči;700;b.meso i sos i kruh + čokoladice;1140;sendviči;700;2540;2525;1k koraka;60;;;;;;
26.stu;NED;sendviči;700;b.meso na kockice + riža;850;tamna čoko + sendviči;1040;2590;2525;2k koraka;100;112,5 kg;;;;;
27.stu;PON;sendviči;700;hambi i kulen sendvič;770;slanci sendviči + sok;1070;2540;2000;10k + tjelesni;1100;;;;;;
28.stu;UTO;pizza sendviči;700;bečki i riža + čips;1420;somun sendvič;450;2570;2000;5k koraka;310;;;;;;
29.stu;SRI;gulaš;930;/;0;sendviči i čips;2400;3330;2000;8k koraka;510;;;;;;
30.stu;ČET;pizza sendviči;700;hambi i krofna;870;bečki i krumpir + čoko;1140;2710;2000;4k koraka;230;;;;;;
1.pro;PET;hambi i pizza sendvič;800;mahune i kobasica;820;čoko + kruh sendvič;870;2490;2000;9k + kolodvor;690;;;;;;
2.pro;SUB;sendviči i čoko;1250;tortlije + čoko;1670;svašta;1540;4460;2525;1k koraka;60;;;;;;
3.pro;NED;sendviči;700;b.mesi i krumpir;1000;sendviči;600;2300;2525;4k + kolodvor;340;112,5 kg;;;;;
4.pro;PON;bečki i riza;600;cordon sendvič;420;sendviči;1000;2020;2000;11k + tjelesni;1000;;;;;;
5.pro;UTO;sendviči;1000;pljeska i riža;750;tortilje sendviči;1250;3000;2000;8k koraka;480;;;;;;
6.pro;SRI;pizza;800;b.meso i riža;630;pizza + sok + keksi;1900;3330;2000;6k koraka;370;;;;;;
7.pro;ČET;hambi;900;čips i keksi;1050;bečki i riža + keksi;800;2750;2000;6k koraka;400;;;;;;
8.pro;PET;burek i prutić;850;čips;850;pizza;1350;3050;2000;9k koraka;590;;;;;;
9.pro;SUB;sendviči + pillows;920;Chili con carne;910;sendviči + keksi;860;2690;2525;1k koraka;60;;;;;;
10.pro;NED;pohani kruh;1000;b.meso u kornflesku i pire;850;mini tortilje + keksi;1200;3050;2525;1k koraka;60;113 kg;;;;;
11.pro;PON;sendviči;900;bečki i riža i krofna;850;sendvič lepinja + sok + monte;1220;2970;2000;15k + tjelesni;1350;;;;;;
12.pro;UTO;pizza sendviči ;700;gulaš + čips;1400;lepinja sendvič;750;2850;2000;5k koraka;300;;;;;;
13.pro;SRI;čevapi i riža;850;špageti;1240;keksi + cordon sendvič;1050;3140;2000;8k koraka;510;;;;;;
14.pro;ČET;pizza sendviči;700;burek i jogurt;700;pizza;1350;2750;2000;2.5k koraka;190;;;;;;
15.pro;PET;hambi;950;gulaš ;550;granatir i keksi;1720;3220;2000;12k koraka;760;;;;;;
16.pro;SUB;sendviči + keksi;1100;palačinke i keksi;1320;topli sendviči;700;3120;2525;1k koraka;60;;;;;;
17.pro;NED;sendviči + keksi;1100;b.meso i sos + kruh;740;sendviči + pereci;1100;2940;2525;3k koraka;210;113 kg;;;;;
18.pro;PON;/;0;špageti;550;sendviči + sok + pita;1470;2020;2000;12k + tjelesni;1060;;;;;;
19.pro;UTO;pizza sendvič;350;gulaš i čips;1450;bečki i grašak + keksi;1150;2950;2000;7k koraka;460;;;;;;
20.pro;SRI;bečki i riža;650;lepinja sendvič;750;lepinja sendvič + sok;1020;2420;2000;13k koraka;800;;;;;;
21.pro;ČET;čevapi + kruh + vrhnje + čokolada;1260;burek i jogurt;700;sendviči i keksi;850;2810;2000;9k + kolodvor;810;;;;;;
22.pro;PET;/;0;špgati + čokolada;1770;sendviči;700;2470;2000;11k + koldovr;880;;;;;;
23.pro;SUB;sendviči + keksi;1100;b.mesi i pire + kolači;1350;sendviči;700;3150;2525;1k koraka;60;;;;;;
24.pro;NED;sendviči;900;fiš + pohani som + restani krumpir;1440;sendviči + keksi;900;3240;2525;1k koraka;60;112,3 kg;;;;;
25.pro;PON;sendviči + keksi;1150;b.meso + krumpir + keksi;1400;topli sendviči;775;3325;2000;1k koraka;60;;;;;;
26.pro;UTO;sendviči + keksi;900;fiš;990;lisnato borići + cola + sendviči;1350;3240;2000;1k koraka;60;;;;;;
27.pro;SRI;trokut pizza;570;varivo s b.mesom i nekoliko keksa;975;cola i forneti;620;2165;2000;6k + trening;670;;;;;;
28.pro;ČET;sendviči + cola;870;čufte + kruh;925;čips i keksi;900;2695;2000;6k koraka;400;;;;;;
29.pro;PET;sendviči + malo čipsa;900;čufte + kruh;600;sendviči;700;2200;2000;1k koraka;60;;;;;;
30.pro;SUB;sendviči;700;pizza;1050;sendviči + čoko;1100;2850;2525;1k koraka;60;;;;;;
31.pro;NED;sendviči;700;pohani som i restani krumpir;900;doček;1350;2950;2525;1k koraka;60;113 kg;;;;;
1.sij;PON;/;0;sendviči;700;sendviči + cola + čoko;1780;2480;2000;1k koraka;60;;;;;;
2.sij;UTO;sendviči + sladoled;1150;b.meso i pire;750;čips + sendviči + sok;1550;3450;2000;2k + trening;440;;;;;;
3.sij;SRI;sendviči;700;grah + pecivo + sladoled;1075;kokice + sok + sendviči;1300;3075;2000;5k koraka;340;;;;;;
4.sij;ČET;kokice i sok;630;špageti;1100;sendviči;700;2430;2000;1k + trening;420;;;;;;
5.sij;PET;špageti;770;paprikaš;1100;sendviči;800;2670;2000;1k koraka;60;;;;;;
6.sij;SUB;sendvči + čoko;1040;bijela pizza;800;sendviči + pahuljice;1050;2890;2525;1k koraka;60;;;;;;
7.sij;NED;pizzete;1000;b.meso u kornfleksu i pire;835;sendviči + pahuljice;940;2775;2525;2k koraka;120;113 kg;;;;;
8.sij;PON;gulaš;660;hambi;450;tortilje + sok;1470;2580;2000;13k koraka;1100;;;;;;
9.sij;UTO;hamburgeri;900;b.meso i riža + delice;860;cordon i krumpir + sok;950;2710;2000;8k koraka;540;;;;;;
10.sij;SRI;tortilje sendviči;1200;špageti;660;čips;850;2710;2000;5k koraka;340;;;;;;
11.sij;ČET;hamburgeri;900;paprikaš;550;cordon njoki + čips;1510;2960;2000;7k koraka;450;;;;;;
12.sij;PET;burek;700;/;0;sendviči + pahuljice + peciva;1710;2410;2000;7k + kolodvor;540;;;;;;
13.sij;SUB;sendviči i protein puding;900;b.meso i sos + pecivo + keksi;1235;sendviči + dukatino + čips;1575;3710;2525;3k koraka;210;;;;;;
14.sij;NED;topli sendviči;915;tortilje;1440;tortilje;1030;3385;2525;3k koraka;300;113,5 kg;;;;;
15.sij;PON;sendvič i lisnato;520;gulaš + monte;1380;sendviči + protein puding;950;2850;2000;8k + tjelesni;850;;;;;;
16.sij;UTO;cordon i riža;520;špageti + čips;1510;svašta;1000;3030;2000;10k koraka;600;;;;;;
17.sij;SRI;cordon i riža + čokoladica;680;kruh sendviči;1000;pljeska i pomes;820;2500;2000;5k koraka;300;;;;;;
18.sij;ČET;pizza sendviči;700;špageti;660;pljeska i nešto;500;1860;2000;9k koraka;560;;;;;;
19.sij;PET;pizza sendviči;700;hambi;450;burek + nutella send.;2150;3300;2000;9k + kolodvor;690;;;;;;
20.sij;SUB;sendviči;700;grah i kruh i nutella send.;1520;sendviči + monte bar;990;3210;2525;1k koraka;60;;;;;;
21.sij;NED;sendviči i monte bar;845;nutella send. + b.meso i pire;1050;sendviči + keksi;1300;3195;2525;1k koraka;60;113,5 kg;;;;;
22.sij;PON;sendviči;600;štruca i granatir + kruh send.;1240;slanac + sok;1270;3110;2000;14k + tjelesni;1220;;;;;;
23.sij;UTO;hambi + keksi;1200;pljeska i riža;850;kruh sendviči;880;2930;2000;3k koraka;220;;;;;;
24.sij;SRI;cordon i burek i bananko;1180;čips;850;bomboni + kruh send.;1190;3220;2000;12k koraka;730;;;;;;
25.sij;ČET;pizza + čoko;1000;špageti + cordon i riža + delice;1450;pizza el pan + kruh sendviči;800;3250;2000;6k koraka;420;;;;;;
26.sij;PET;pizza send.;700;hambi + sok i pire;1350;čips + čoko;1100;3150;2000;7k + kolodvor;560;;;;;;
27.sij;SUB;sendviči + sok;850;špageti;1210;svašta;1800;3860;2525;2k koraka;130;;;;;;
28.sij;NED;sendviči;760;kruh + b.meso u kronfleksu i krumpir;1200;svašta;1400;3360;2525;1k koraka;70;114 kg;;;;;
29.sij;PON;3 tosta;750;bananko sladoled;180;tjestenina sir + svašta;1670;2600;2000;10k koraka;610;;;;;;
30.sij;UTO;sendviči;700;b.meso i tjestenina sir;800;sendviči + pahuljice;1000;2500;2000;1k koraka;70;;;;;;
31.sij;SRI;sendviči + bananko;880;špageti;1500;cordon i krumpir ;800;3180;2000;9k koraka;600;;;;;;
1.vlj;ČET;pizza send;700;čips + ručak;1610;večera;950;3260;2000;8k koraka;530;;;;;;
2.vlj;PET;cordon i riža;930;piroge + čokolada;1000;sendviči + sok + banana;1180;3110;2000;12k koraka;800;;;;;;
3.vlj;SUB;kajgano;820;paprikaš + čokolada;1470;podrane gaće;1620;3910;2525;1k koraka;70;;;;;;
4.vlj;NED;sendviči;950;b.meso i pire;900;sendviči + keksi;1300;3150;2525;4k koraka;240;115 kg;;;;;
5.vlj;PON;pizza sendvič;700;varivo;500;sladoled + sendviči + čips;2200;3400;2000;11k koraka;680;;;;;;
6.vlj;UTO;sendviči + čips;1050;bolonjez + keksi;1060;sendviči + čoko;850;2960;2000;1k koraka;70;;;;;;
7.vlj;SRI;sendviči + čoko;1030;b.meso i pire;1000;sendviči + čoko;1000;3030;2000;1k koraka;70;;;;;;
8.vlj;ČET;sendviči + čoko;1000;bolonjez + delnice + čips + bomboni;2005;cordon i krumpir + bomboni;1260;4265;2000;12k koraka;750;;;;;;
9.vlj;PET;sendviči + bomobni;1590;b.meso kanapei;800;sendviči + bomboni;970;3360;2000;8k koraka;510;;;;;;
10.vlj;SUB;sendviči + krofna + dukatino;1000;pizza;1350;sendviči + krekeri;1000;3350;2525;1k koraka;70;;;;;;
11.vlj;NED;sendviči + puding;800;fiš + oblatne + krekeri;1940;sendviči + kolači;1100;3840;2525;1k koraka;70;116 kg;;;;;
12.vlj;PON;sendviči;700;burek + oblatne;1100;čips + sendviči;1320;3120;2000;10k koraka;600;;;;;;
13.vlj;UTO;sendviči + oblatne + sok;1300;palačinke ;800;palačinke + sok;1020;3120;2000;1k koraka;70;;;;;;
14.vlj;SRI;topli sendviči;750;pohani som i restani krumpir;1000;sendviči + domačića;1150;2900;2000;1k koraka;60;;;;;;
15.vlj;ČET;sendviči;700;faširanci i riža;700;sendviči + sok + čoko;1260;2660;2000;1k koraka;60;;;;;;
16.vlj;PET;sendviči;1400;chili con carne + svašta;1960;sendviči;700;4060;2000;12k koraka;750;;;;;;
17.vlj;SUB;sendviči + sok + pahuljice;1200;kaneloni + pahuljice;1400;sendviči;700;3300;2525;1k koraka;70;;;;;;
18.vlj;NED;sendviči + pahuljice;1000;kroasane;840;kroasane + kaneloni + pahuljice;1850;3690;2525;1k koraka;60;117 kg;;;;;
19.vlj;PON;sendviči + pahuljice;1000;mahune;600;sendviči + hotdogovi;1600;3200;2000;1k koraka;80;;;;;;
20.vlj;UTO;kifla + pašteta + forneti;800;pohane palačinke;920;pohane palačinke;600;2320;2000;3k koraka;200;;;;;;
21.vlj;SRI;topli sendviči + pahuljice;1075;preklapa;1220;sendviči ;700;2995;2000;1k koraka;70;;;;;;
22.vlj;ČET;kruh + sendviči + pahuljice;1500;hamburgeri;1100;sendviči + kviki gric;1345;3945;2000;4k + kolodvor;380;;;;;;
23.vlj;PET;sendviči;825;krumpir tijesto;1320;kviki gric + sendviči;1245;3390;2000;12k + kolodvor;830;;;;;;
24.vlj;SUB;pohani kruh;850;sladoled + b.meso i grašak;1285;sendviči;700;2835;2525;3k koraka;200;;;;;;
25.vlj;NED;sendviči;700;lungić + pire;900;sendviči;1050;2650;2525;3k koraka;210;117 kg;;;;;
26.vlj;PON;hamburgeri;800;pljeska + krumpir + muffini + sok;1380;tri hotdoga;975;3155;2000;7k koraka;450;;;;;;
27.vlj;UTO;cordon + kruh + vrhnje;650;čips i bomboni;1525;pizza;1600;3775;2000;13k koraka;800;;;;;;
28.vlj;SRI;pizza + hambi;750;b.meso + pommes + tartar;860;bomboni + pljeska + kroketi;1230;2840;2000;4k koraka;260;;;;;;
29.vlj;ČET;pizza + hambi;750;cordon i bomboni;750;picete;1020;2520;2000;10k + tjelesni;830;;;;;;
1.ožu;PET;pizza sendviči;700;burek i klipić;1050;bananko + sendviči;1300;3050;2000;10k + kolodvor;820;;;;;;
2.ožu;SUB;kruh pašteta i mladi liuk;700;minutni odrezak u umaku + kruh;1125;kiflice + jabuka;1155;2980;2525;2k koraka;140;;;;;;
3.ožu;NED;sendviči + sok;1000;b.meso u kornfleksu i pire + nutella;1300;sendviči + bananko;1750;4050;2525;6k + kolodvor;460;118 kg;;;;;
4.ožu;PON;pizza sendviči + bananko;900;pohano b.meso + rizibizi;560;čips + cordon i pommes + keksi;1850;3310;2000;7k koraka;470;;;;;;
5.ožu;UTO;špageti;990;pljeska i riža;650;čips + bomboni;1240;2880;2000;8k koraka;540;;;;;;
6.ožu;SRI;zagrebački + pommes + tartar;900;gulaš + sladoled;850;sendviči;700;2450;2000;9k koraka;570;;;;;;
7.ožu;ČET;špageti;660;odrezak i tortelini;700;keksi + hotdogovi;1900;3260;2000;13k + tjelesni;950;;;;;;
8.ožu;PET;hambi + keksi;1000;som i restani;1000;sendviči;800;2800;2000;8k koraka;590;;;;;;
9.ožu;SUB;sendviči;720;bomboni + chili con carne;1550;bomboni + slonovo uho;1300;3570;2525;3k koraka;250;;;;;;
10.ožu;NED;slnovo uho;750;b.meso i pire + čoko;1100;čips + slnovo uho;1900;3750;2525;3k + kolodvor;360;118 kg;;;;;
11.ožu;PON;paštašuta;900;čips + sok;1090;protein puding;200;2190;2000;5k koraka;320;;;;;;
12.ožu;UTO;pizza sendviči;700;cordon + krumpir + tartar + bananko;980;čevapi + kroketi;1200;2880;2000;7k koraka;420;;;;;;
13.ožu;SRI;pizza sendviči;700;ćevapi + lepinja + pommes + tartar;1200;bečki + krumpir + hotdogovi;1600;3500;2000;10k koraka;650;;;;;;
14.ožu;ČET;pizza sendviči;700;cordon i čips;1220;kifle s paštetom;620;2540;2000;9k + tjelesni;720;;;;;;
15.ožu;PET;cordon i riža;550;pizza + keksi;1700;/;0;2250;2000;10k koraka;620;;;;;;
16.ožu;SUB;sendviči + keksi;1040;pasta quatro formaggio + šunkarica;1320;čips + pasta quatro formaggio + čajna;1480;3840;2525;1k koraka;60;;;;;;
17.ožu;NED;kruh sendviči;750;b.meso u kornfleksu i pire ;1400;svašta;1100;3250;2525;3k + kolodvor;330;117 kg;;;;;
18.ožu;PON;burek i jogurt;720;špageti;660;ćevapi + kroketi + čips;1960;3340;2000;11k koraka;700;;;;;;
19.ožu;UTO;špageti + sladoled;840;sendviči;660;cordon + pommes;800;2300;2000;7k koraka;440;;;;;;
20.ožu;SRI;ćevapi + lepinja + pommes + tartar;1200;domaćica;1300;cordon i krumpir;700;3200;2000;7k koraka;480;;;;;;
21.ožu;ČET;cordon i riža + pingui;685;špageti;1400;hotdogovi;930;3015;2000;16k + tjelesni;1130;;;;;;
22.ožu;PET;lepinja i pljeska + palačinka + hambi;1250;/;0;ćevapi i lepinja ;1600;2850;2000;8k + kolodvor;610;;;;;;
23.ožu;SUB;sendviči + kitkat jaja;1060;b.meso + riža + čoko;1240;ostaci + keksi;900;3200;2525;2k koraka;120;;;;;;
24.ožu;NED;klipići + keksi;1000;mesne kuglice i kruh;800;klipići + čips;1520;3320;2525;4k + kolodvor;340;117,5 kg;;;;;
25.ožu;PON;cordon i riža;550;pljeska + riža;600;smoki;680;1830;2000;9k + košarka;650;;;;;;
26.ožu;UTO;ćevapi u lepinji;905;špageti i bananko;1310;zagrebački i pommes;830;3045;2000;14k + košarka;970;;;;;;
27.ožu;SRI;pljeska u lelpinji + pommes + tartar ;900;sendviči + čips;1470;/;0;2370;2000;6k koraka;410;;;;;;
28.ožu;ČET;hambi;800;indeks sendvič + bomboni;820;somun sendvič;720;2340;2000;7k + kolodvor;570;;;;;;
29.ožu;PET;somun sendvič;720;fiš + bomboni;1020;lepinja sendvič + sok + čips;1350;3090;2000;2k koraka;110;;;;;;
30.ožu;SUB;sendviči;700;tortilje s coleslaw;1200;sok + ostaci od ručka;1300;3200;2525;1k koraka;60;;;;;;
31.ožu;NED;doručak;860;ručak + kifla;1300;čoko. + kifle;970;3130;2525;1k koraka;60;117,5 kg;;;;;
1.tra;PON;dvije šnite kruha;500;ostaci + njoki;740;bananko + sendviči + čoko;1680;2920;2000;3k + kolodvor;330;;;;;;
2.tra;UTO;hambi;800;čokolada + gulaš;1560;sendvič + čips;1150;3510;2000;9k koraka;550;;;;;;
3.tra;SRI;/;0;ćevapi u lepinji + pommes + tartar;1050;cordon i pommes + milka jaffa;2100;3150;2000;6k koraka;380;;;;;;
4.tra;ČET;pizza sendviči;600;čevapi i restani;760;pizza + keksi;1500;2860;2000;13k koraka;800;;;;;;
5.tra;PET;cordon i malo tjestenine;460;som i restani;855;čokolada i kikiriki + pašteta peciva;1325;2640;2000;10k koraka;640;;;;;;
6.tra;SUB;pašteta i pecivo;600;pizza;1540;sendviči + čips;1400;3540;2525;1k koraka;60;;;;;;
7.tra;NED;kiflice;800;čokolada + kikirki + mahune i kobasice;1270;sendviči i čips;1520;3590;2525;3k + kolodvor;320;118 kg;;;;;
8.tra;PON;b.meso i granatir + tortice;720;pašteta sendviči;1240;/;0;1960;2000;6k koraka;360;;;;;;
9.tra;UTO;cordon i riža;730;špageti;1320;bomboni;600;2650;2000;9k koraka;580;;;;;;
10.tra;SRI;ćevapi + lepinja + pommes + tartar;1140;/;0;pizza + keks sladoled;1830;2970;2000;7k koraka;480;;;;;;
11.tra;ČET;sendviči;700;b.meso + gulaš;1180;kifle s hrenovkom;870;2750;2000;11k + tjelesni;830;;;;;;
12.tra;PET;malo mesa i kroketi;420;pulled turkey coleslaw sandwich;1480;sok + sladoled + čips;890;2790;2000;8k + kolodvor;610;;;;;;
13.tra;SUB;pulled turkey sandwich + sok;850;špageti + malo čokolade;970;čips + sladoled;1120;2940;2525;2k koraka;120;;;;;;
14.tra;NED;kruh sendviči + keks sladoled;850;b.meso i pire + sladoled;1150;meso + monte + snedviči + čips;1990;3990;2525;3k + kolodvor;280;117,5 kg;;;;;
