Datum;Dan u tj.;Doručak;Doručak (kcal);Ručak;Ručak (kcal);Večera;Večera (kcal);Ukupno;Potrošio;Aktivnost;Aktivnost (kcal);Tjelesna masa (kg)
2024-02-18;NED;sendviči + pahuljice;1000.0;kroasane;840.0;kroasane + kaneloni + pahuljice;1850.0;3690;2525;1k koraka;60.0;117 kg
2024-02-19;PON;sendviči + pahuljice;1000.0;mahune;600.0;sendviči + hotdogovi;1600.0;3200;2000;1k koraka;80.0;
2024-02-20;UTO;kifla + pašteta + forneti;800.0;pohane palačinke;920.0;pohane palačinke;600.0;2320;2000;3k koraka;200.0;
2024-02-21;SRI;topli sendviči + pahuljice;1075.0;preklapa;1220.0;sendviči ;700.0;2995;2000;1k koraka;70.0;
2024-02-22;ČET;kruh + sendviči + pahuljice;1500.0;hamburgeri;1100.0;sendviči + kviki gric;1345.0;3945;2000;4k + kolodvor;380.0;
2024-02-23;PET;sendviči;825.0;krumpir tijesto;1320.0;kviki gric + sendviči;1245.0;3390;2000;12k + kolodvor;830.0;
2024-02-24;SUB;pohani kruh;850.0;sladoled + b.meso i grašak;1285.0;sendviči;700.0;2835;2525;3k koraka;200.0;
2024-02-25;NED;sendviči;700.0;lungić + pire;900.0;sendviči;1050.0;2650;2525;3k koraka;210.0;117 kg
2024-02-26;PON;hamburgeri;800.0;pljeska + krumpir + muffini + sok;1380.0;tri hotdoga;975.0;3155;2000;7k koraka;450.0;
2024-02-27;UTO;cordon + kruh + vrhnje;650.0;čips i bomboni;1525.0;pizza;1600.0;3775;2000;13k koraka;800.0;
2024-02-28;SRI;pizza + hambi;750.0;b.meso + pommes + tartar;860.0;bomboni + pljeska + kroketi;1230.0;2840;2000;4k koraka;260.0;
2024-02-29;ČET;pizza + hambi;750.0;cordon i bomboni;750.0;picete;1020.0;2520;2000;10k + tjelesni;830.0;
2024-03-01;PET;pizza sendviči;700.0;burek i klipić;1050.0;bananko + sendviči;1300.0;3050;2000;10k + kolodvor;820.0;
2024-03-02;SUB;kruh pašteta i mladi liuk;700.0;minutni odrezak u umaku + kruh;1125.0;kiflice + jabuka;1155.0;2980;2525;2k koraka;140.0;
2024-03-03;NED;sendviči + sok;1000.0;b.meso u kornfleksu i pire + nutella;1300.0;sendviči + bananko;1750.0;4050;2525;6k + kolodvor;460.0;118 kg
2024-03-04;PON;pizza sendviči + bananko;900.0;pohano b.meso + rizibizi;560.0;čips + cordon i pommes + keksi;1850.0;3310;2000;7k koraka;470.0;
2024-03-05;UTO;špageti;990.0;pljeska i riža;650.0;čips + bomboni;1240.0;2880;2000;8k koraka;540.0;
2024-03-06;SRI;zagrebački + pommes + tartar;900.0;gulaš + sladoled;850.0;sendviči;700.0;2450;2000;9k koraka;570.0;
2024-03-07;ČET;špageti;660.0;odrezak i tortelini;700.0;keksi + hotdogovi;1900.0;3260;2000;13k + tjelesni;950.0;
2024-03-08;PET;hambi + keksi;1000.0;som i restani;1000.0;sendviči;800.0;2800;2000;8k koraka;590.0;
2024-03-09;SUB;sendviči;720.0;bomboni + chili con carne;1550.0;bomboni + slonovo uho;1300.0;3570;2525;3k koraka;250.0;
2024-03-10;NED;slnovo uho;750.0;b.meso i pire + čoko;1100.0;čips + slnovo uho;1900.0;3750;2525;3k + kolodvor;360.0;118 kg
2024-03-11;PON;paštašuta;900.0;čips + sok;1090.0;protein puding;200.0;2190;2000;5k koraka;320.0;
2024-03-12;UTO;pizza sendviči;700.0;cordon + krumpir + tartar + bananko;980.0;čevapi + kroketi;1200.0;2880;2000;7k koraka;420.0;
2024-03-13;SRI;pizza sendviči;700.0;ćevapi + lepinja + pommes + tartar;1200.0;bečki + krumpir + hotdogovi;1600.0;3500;2000;10k koraka;650.0;
2024-03-14;ČET;pizza sendviči;700.0;cordon i čips;1220.0;kifle s paštetom;620.0;2540;2000;9k + tjelesni;720.0;
2024-03-15;PET;cordon i riža;550.0;pizza + keksi;1700.0;/;0.0;2250;2000;10k koraka;620.0;
2024-03-16;SUB;sendviči + keksi;1040.0;pasta quatro formaggio + šunkarica;1320.0;čips + pasta quatro formaggio + čajna;1480.0;3840;2525;1k koraka;60.0;
2024-03-17;NED;kruh sendviči;750.0;b.meso u kornfleksu i pire ;1400.0;svašta;1100.0;3250;2525;3k + kolodvor;330.0;117 kg
2024-03-18;PON;burek i jogurt;720.0;špageti;660.0;ćevapi + kroketi + čips;1960.0;3340;2000;11k koraka;700.0;
2024-03-19;UTO;špageti + sladoled;840.0;sendviči;660.0;cordon + pommes;800.0;2300;2000;7k koraka;440.0;
2024-03-20;SRI;ćevapi + lepinja + pommes + tartar;1200.0;domaćica;1300.0;cordon i krumpir;700.0;3200;2000;7k koraka;480.0;
2024-03-21;ČET;cordon i riža + pingui;685.0;špageti;1400.0;hotdogovi;930.0;3015;2000;16k + tjelesni;1130.0;
2024-03-22;PET;lepinja i pljeska + palačinka + hambi;1250.0;/;0.0;ćevapi i lepinja ;1600.0;2850;2000;8k + kolodvor;610.0;
2024-03-23;SUB;sendviči + kitkat jaja;1060.0;b.meso + riža + čoko;1240.0;ostaci + keksi;900.0;3200;2525;2k koraka;120.0;
2024-03-24;NED;klipići + keksi;1000.0;mesne kuglice i kruh;800.0;klipići + čips;1520.0;3320;2525;4k + kolodvor;340.0;117,5 kg
2024-03-25;PON;cordon i riža;550.0;pljeska + riža;600.0;smoki;680.0;1830;2000;9k + košarka;650.0;
2024-03-26;UTO;ćevapi u lepinji;905.0;špageti i bananko;1310.0;zagrebački i pommes;830.0;3045;2000;14k + košarka;970.0;
2024-03-27;SRI;pljeska u lelpinji + pommes + tartar ;900.0;sendviči + čips;1470.0;/;0.0;2370;2000;6k koraka;410.0;
2024-03-28;ČET;hambi;800.0;indeks sendvič + bomboni;820.0;somun sendvič;720.0;2340;2000;7k + kolodvor;570.0;
2024-03-29;PET;somun sendvič;720.0;fiš + bomboni;1020.0;lepinja sendvič + sok + čips;1350.0;3090;2000;2k koraka;110.0;
2024-03-30;SUB;sendviči;700.0;tortilje s coleslaw;1200.0;sok + ostaci od ručka;1300.0;3200;2525;1k koraka;60.0;
2024-03-31;NED;doručak;860.0;ručak + kifla;1300.0;čoko. + kifle;970.0;3130;2525;1k koraka;60.0;117,5 kg
2024-04-01;PON;dvije šnite kruha;500.0;ostaci + njoki;740.0;bananko + sendviči + čoko;1680.0;2920;2000;3k + kolodvor;330.0;
2024-04-02;UTO;hambi;800.0;čokolada + gulaš;1560.0;sendvič + čips;1150.0;3510;2000;9k koraka;550.0;
2024-04-03;SRI;/;0.0;ćevapi u lepinji + pommes + tartar;1050.0;cordon i pommes + milka jaffa;2100.0;3150;2000;6k koraka;380.0;
2024-04-04;ČET;pizza sendviči;600.0;čevapi i restani;760.0;pizza + keksi;1500.0;2860;2000;13k koraka;800.0;
2024-04-05;PET;cordon i malo tjestenine;460.0;som i restani;855.0;čokolada i kikiriki + pašteta peciva;1325.0;2640;2000;10k koraka;640.0;
2024-04-06;SUB;pašteta i pecivo;600.0;pizza;1540.0;sendviči + čips;1400.0;3540;2525;1k koraka;60.0;
2024-04-07;NED;kiflice;800.0;čokolada + kikirki + mahune i kobasice;1270.0;sendviči i čips;1520.0;3590;2525;3k + kolodvor;320.0;118 kg
2024-04-08;PON;b.meso i granatir + tortice;720.0;pašteta sendviči;1240.0;/;0.0;1960;2000;6k koraka;360.0;
2024-04-09;UTO;cordon i riža;730.0;špageti;1320.0;bomboni;600.0;2650;2000;9k koraka;580.0;
2024-04-10;SRI;ćevapi + lepinja + pommes + tartar;1140.0;/;0.0;pizza + keks sladoled;1830.0;2970;2000;7k koraka;480.0;
2024-04-11;ČET;sendviči;700.0;b.meso + gulaš;1180.0;kifle s hrenovkom;870.0;2750;2000;11k + tjelesni;830.0;
2024-04-12;PET;malo mesa i kroketi;420.0;pulled turkey coleslaw sandwich;1480.0;sok + sladoled + čips;890.0;2790;2000;8k + kolodvor;610.0;
2024-04-13;SUB;pulled turkey sandwich + sok;850.0;špageti + malo čokolade;970.0;čips + sladoled;1120.0;2940;2525;2k koraka;120.0;
2024-04-14;NED;kruh sendviči + keks sladoled;850.0;b.meso i pire + sladoled;1150.0;meso + monte + snedviči + čips;1990.0;3990;2525;3k + kolodvor;280.0;117,5 kg
2024-04-15;PON;burek i krofna;900.0;špageti;700.0;sendviči + sladoled;880.0;2480;2000;6k koraka;380.0;
2024-04-16;UTO;burek i jogurt;750.0;čips;820.0;sendviči + čokolada;1300.0;2870;2000;11k koraka;720.0;
2024-04-17;SRI;sendviči;700.0;mesna štruca;1400.0;sendviči + kolač;1000.0;3100;2000;2k koraka;140.0;
2024-04-18;ČET;topli sendviči;850.0;pizza sendviči;700.0;burek i sladoled + čips;2180.0;3730;2000;9k koraka;560.0;
2024-04-19;PET;pizza sendviči;700.0;kulen sendviči;700.0;hotdogovi + sok;890.0;2290;2000;9k koraka;570.0;
2024-04-20;SUB;/;0.0;tortilje;1560.0;sendviči + somun i pašteta;1200.0;2760;2525;7k + kolodvor;490.0;
2024-04-21;NED;kifle i hotodogovi + sladoled;1020.0;puretin i sataraš riža+ slatikiši;1410.0;kajgana tortilja + sendviči + čips;2000.0;4430;2525;4k + kolodvor;340.0;117,5 kg
2024-04-22;PON;ćevapi + pommes + sladoled;1410.0;sendviči;600.0;čips;820.0;2830;2000;4k koraka;250.0;
2024-04-23;UTO;cordon i riža + pingui;720.0;zagrebački + pommes + tartar;980.0;pizza ;1300.0;3000;2000;8k koraka;520.0;
2024-04-24;SRI;ćevapi u lepinji + pommes + tartar;1200.0;sladoled + smoki;1180.0;/;0.0;2380;2000;4k koraka;290.0;
2024-04-25;ČET;burek + hrenovke + kajgano;1140.0;zagrebački + pommes + tartar;1080.0;hotdogovi;900.0;3120;2000;14k + tjelesni;990.0;
2024-04-26;PET;pizza sendviči;700.0;teryaki piletina i tjestenina + sladoled;1330.0;sladoled + sendviči;1100.0;3130;2000;9k + kolodvor;670.0;
2024-04-27;SUB;mlinar;900.0;varivo i faširanci + sladoled;1125.0;sendviči + malo smokija + sladoled;1150.0;3175;2525;8k + MULT;680.0;
2024-04-28;NED;lisnato kiflice;1000.0;roštilj;1360.0;ostaci + sladoled;1110.0;3470;2525;4k + MU;300.0;118 kg
2024-04-29;PON;bečki i riža;700.0;gulaš i tortica;910.0;cordon i slatkiši;770.0;2380;2000;12k + Mult;900.0;
2024-04-30;UTO;burek i jogurt;700.0;som i restani;955.0;sendiviči;750.0;2405;2000;6k + bic + MUT;650.0;
2024-05-01;SRI;sendvič;400.0;roštilj;2010.0;ostaci;800.0;3210;2000;2k koraka;150.0;
2024-05-02;ČET;burek;880.0;čips;820.0;hotodogovi;985.0;2685;2000;14k + MULT;1090.0;
2024-05-03;PET;špageti;840.0;b.meso i riža;690.0;sendviči + kolumbo;1150.0;2680;2000;11k + koldovr;850.0;
2024-05-04;SUB;sendviči + keks sladoled;1000.0;bolonjez palačinke;900.0;sok + čips + kajgano hrenovke;2025.0;3925;2525;8k + MULT;650.0;
2024-05-05;NED;sendviči + keks sladoled;850.0;b.meso + pire + sladoled;865.0;sendviči + sok + čips;1880.0;3595;2525;3k + MULT;340.0;119 kg
2024-05-06;PON;bečki + rizibizi + tartar;755.0;lepinja sendvič;870.0;lepinja sendvič + sok;1290.0;2915;2000;5k + MULT;490.0;
2024-05-07;UTO;pljeska i riža;715.0;ćevapi + pommes + tartar;1020.0;choco balls + burek;1150.0;2885;2000;11k koraka;700.0;
2024-05-08;SRI;špageti;1125.0;čips i sok;965.0;rođendan;2200.0;4290;2000;6k koraka;410.0;
2024-05-09;ČET;burek + hrenovke + kajgano;1140.0;pizza sendvič;350.0;bečki + pommes + čips + slatko;2070.0;3560;2000;13k koraka;820.0;
2024-05-10;PET;ćevapi;1035.0;sok i sladoled ;500.0;som i restani;1810.0;3345;2000;11k + koldovr;770.0;
2024-05-11;SUB;kanapei;1040.0;varivo i hrenovke + sladoled + sok;1360.0;topli sendviči + kokice;990.0;3390;2525;2k + MU;180.0;
2024-05-12;NED;sendviči;700.0;prićest;2020.0;sendviči + čips;1520.0;4240;2525;3k + kolodvor;330.0;120 kg
2024-05-13;PON;bečki i tortelini;790.0;pizza sendviči + hambi;1100.0;sladoled;180.0;2070;2000;4k koraka;250.0;
2024-05-14;UTO;pizza sendviči;700.0;pljeska;480.0;cordon i riža + pizza;1900.0;3080;2000;8k koraka;500.0;
2024-05-15;SRI;/;0.0;gauda;1240.0;hambi + cordon;800.0;2040;2000;7k koraka;470.0;
2024-05-16;ČET;špageti;660.0;čips;820.0;b.meso i krumpir;860.0;2340;2000;8k koraka;540.0;
2024-05-17;PET;hambi + pizza send.;750.0;musaka + sladoled;1000.0;sendviči + gumeni;1090.0;2840;2000;7k + kolodvor;580.0;
2024-05-18;SUB;sendviči;750.0;som i restani;1300.0;pita s porilukom + sladoled;670.0;2720;2525;1k koraka;80.0;
2024-05-19;NED;sendviči ;750.0;b.meso + riža + coleslaw;1460.0;svašta;1000.0;3210;2525;3k + kolodvor;320.0;120 kg
2024-05-20;PON;pljeska hambi;810.0;čips;810.0;sendviči;750.0;2370;2000;7k koraka;450.0;
2024-05-21;UTO;b.meso i nešto;580.0;čips;810.0;cordon sendvič;1570.0;2960;2000;4k koraka;270.0;
2024-05-22;SRI;zagrebački + rizibizi;640.0;ćevapi + pekarski + sladoled;1280.0;sendviči;600.0;2520;2000;6k koraka;370.0;
2024-05-23;ČET;pljeska i pommes;870.0;bečki + tortelini;800.0;čips + sok + sendviči;1670.0;3340;2000;10k koraka;620.0;
2024-05-24;PET;pizza + sladoled;880.0;čips + pljeska i pommes;1840.0;lisnato ;600.0;3320;2000;12k + kolodvor;870.0;
2024-05-25;SUB;sendviči + kiflice i sladoled;1330.0;varivo i debrecinka;550.0;sendvič + sladoled;830.0;2710;2525;2k koraka;100.0;
2024-05-26;NED;sendviči;700.0;pulled pork sendvič + sladoled;1530.0;čips + sendvič;1510.0;3740;2525;3k + kolodvor;320.0;120 kg
2024-05-27;PON;bečki i tortelini;720.0;pulled pork sendvič + sladoled;1460.0;pulled pork sendvič;800.0;2980;2000;8k koraka;510.0;
2024-05-28;UTO;pizza;800.0;čips + sendviči;1530.0;napolitanke + sok;500.0;2830;2000;10k + kolodvor;740.0;
2024-05-29;SRI;sendviči + sladoled;1080.0;špageti;1320.0;topli sendviči + banane;1000.0;3400;2000;1k koraka;100.0;
2024-05-30;ČET;sendviči;700.0;sometina i krumpir + sladoled;1390.0;party mix + sendviči + čips;1840.0;3930;2000;4k koraka;250.0;
2024-05-31;PET;topli sendviči;870.0;b.meso + grašak;800.0;sendviči;1070.0;2740;2000;8k + kolodvor;600.0;
2024-06-01;SUB;sendviči;700.0;grah + kruh + banane;900.0;grah + sendviči + banana;1250.0;2850;2525;1k koraka;60.0;
2024-06-02;NED;sendviči;700.0;pizza;1300.0;čokoladice + sendviči + čips;1910.0;3910;2525;3k + kolodvor;320.0;119 kg
2024-06-03;PON;pizza sendviči;700.0;bečki + krumpir;720.0;sladoled + sendviči;1060.0;2480;2000;5k koraka;330.0;
2024-06-04;UTO;ćevapi + kroketi;860.0;zagrebački + pommes + tartar;1050.0;hotodogovi i slatkiši;1790.0;3700;2000;8k koraka;500.0;
2024-06-05;SRI;/;0.0;ćevapi i pommes;1100.0;lepinja sendvič;1220.0;2320;2000;8k koraka;500.0;
2024-06-06;ČET;burek;700.0;bečki i tortleini;830.0;čips + hotdogovi;1640.0;3170;2000;9k koraka;460.0;
2024-06-07;PET;/;0.0;rustika pizza + sladoled + sok;2200.0;sendviči + čokolada;690.0;2890;2000;9k + selidba;620.0;
2024-06-08;SUB;paprikaš;740.0;sladoled + zapečene tortilje;950.0;sladoled smoki čips + sok;1820.0;3510;2525;3k koraka;180.0;
2024-06-09;NED;sendviči + sladoled;1000.0;Zabatci + krumpir;800.0;sladoled + sendviči;2050.0;3850;2525;5k koraka;300.0;119,5 kg
2024-06-10;PON;/;0.0;granatir + sladoled;1400.0;sendviči + napolitanke;1410.0;2810;2000;8k koraka;510.0;
2024-06-11;UTO;lidl sendviči + napolitanke;970.0;mcdonalds ;1600.0;sendviči + keksi;1400.0;3970;2000;3k + selidba;230.0;
2024-06-12;SRI;sendviči;870.0;sladoled + mahune i faširanci;970.0;sendviči + čips;1310.0;3150;2000;2k koraka;130.0;
2024-06-13;ČET;/;0.0;/;0.0;nešto;2600.0;2600;2000;2k koraka;130.0;
2024-06-14;PET;sendivči;650.0;ćevapi ;950.0;opet ćevapi + sok;1470.0;3070;2000;8k koraka;480.0;
2024-06-15;SUB;sendviči;700.0;tortilje + sladoled;1500.0;kifle;1200.0;3400;2525;1k koraka;60.0;
2024-06-16;NED;sendviči ;820.0;lungić + sos + mladi krumpir;620.0;???;0.0;1440;2525;1k koraka;60.0;119,5 kg
2024-06-17;PON;lidl lisnato + sendviči;1420.0;ostaci + kruh;700.0;pašteta kruh + kokice;980.0;3100;2000;2k koraka;160.0;
2024-06-18;UTO;topli sendviči;1050.0;B.meso + rizibizi;740.0;nutella snack + sendviči;1300.0;3090;2000;8k + košarka;540.0;
2024-06-19;SRI;topli sendviči + nutella snack;1250.0;kiflice;700.0;sendviči;900.0;2850;2000;4k koraka;280.0;
2024-06-20;ČET;kiflice + tortilje;1400.0;hamburgeri + sladoled;1500.0;sendviči;700.0;3600;2000;1k koraka;90.0;
2024-06-21;PET;hotdogovi;540.0;sladoled + som i restani;1380.0;kokice i sok;650.0;2570;2000;11k koraka;730.0;
2024-06-22;SUB;sendviči i sladoled;1000.0;minutni odrezak + pommes;1000.0;sladoled + pohani kruh;800.0;2800;2525;2k koraka;120.0;
2024-06-23;NED;sendviči;850.0;sos i meso;825.0;tata rođendan;600.0;2275;2525;1k koraka;60.0;120 kg
2024-06-24;PON;sendviči;650.0;kiflice + špageti + sladoled;1700.0;špageti + sok;900.0;3250;2000;11k koraka;730.0;
2024-06-25;UTO;sendviči + ostaci;1200.0;sladoled + burek;1200.0;tuc + sendviči;1200.0;3600;2000;1k koraka;60.0;
2024-06-26;SRI;tortilje sendviči + pletenice;940.0;lidl slano;770.0;mini tortilje;1500.0;3210;2000;8k koraka;520.0;
2024-06-27;ČET;sendviči + sladoled + špageti;1350.0;ostaci u rerni;1200.0;lepinja sendviči;800.0;3350;2000;8k koraka;530.0;
2024-06-28;PET;sendviči + sladoled;1300.0;mljeveni odrezak + lepinja;1200.0;???;0.0;2500;2000;1k + košarka;180.0;
2024-06-29;SUB;sendviči + sladoled;1000.0;kirbaj;1200.0;sendviči + sladoled;1000.0;3200;2525;2k koraka;120.0;
2024-06-30;NED;sendviči;700.0;musaka + čoko;1300.0;mini tortilje;750.0;2750;2525;1k koraka;60.0;120,5 kg
2024-07-01;PON;sendviči + čoko;900.0;sok + ostaci;815.0;čips + pohani kruh;1280.0;2995;2000;2k koraka;150.0;
2024-07-02;UTO;sendviči ;700.0;hotodovi + čoko;1200.0;čips + čoko;1100.0;3000;2000;1k koraka;120.0;
2024-07-03;SRI;sendviči + čips + čoko;1150.0;kiflice;800.0;čoko + sendviči;900.0;2850;2000;1k koraka;60.0;
2024-07-04;ČET;kiflice ;800.0;Kobasica + grašak;720.0;sendviči + pahuljice;1200.0;2720;2000;1k koraka;60.0;
2024-07-05;PET;sendviči + pahuljice + tortlije;1730.0;granatir;550.0;granatir + sendviči;1280.0;3560;2000;1k koraka;100.0;
2024-07-06;SUB;sendviči + pahuljice;1000.0;varivo i faširanci + sladoled;850.0;grickalice + sok;700.0;2550;2525;3k koraka;200.0;
2024-07-07;NED;sendviči + sladoled;1000.0;b.meso u kornfleksu + pire + sok;1250.0;semdviči + sok;850.0;3100;2525;1k koraka;60.0;121 kg
2024-07-08;PON;topli sendviči + sladoled;1050.0;nešto;800.0;sendviči + pahuljice;1000.0;2850;2000;2k koraka;140.0;
2024-07-09;UTO;sendviči + pahuljice + sladoled;1050.0;tortilja kajgano;520.0;sendviči + čokolada;950.0;2520;2000;1k koraka;60.0;
2024-07-10;SRI;topli sendviči + pahuljice;1120.0;ćevapi;1200.0;sendviči + sladoled;910.0;3230;2000;1k koraka;60.0;
2024-07-11;ČET;sendviči + sladoled;920.0;b.meso i noodle;900.0;b.meso i noodle + čoko;900.0;2720;2000;1k koraka;60.0;
2024-07-12;PET;sendviči;800.0;som i pommes;1050.0;sendviči;700.0;2550;2000;7k koraka;460.0;
2024-07-13;SUB;sendviči;600.0;chili con carne;1000.0;pizza i sok;1050.0;2650;2525;3k koraka;220.0;
2024-07-14;NED;sendviči ;700.0;čips + b.meso i pire;950.0;sendviči;710.0;2360;2525;2k koraka;160.0;120,5 kg
2024-07-15;PON;tortilja sendviči;550.0;čips i chili con carne;970.0;tortilje s b.mesom od jučer;700.0;2220;2000;1k koraka;110.0;
2024-07-16;UTO;sendvič i meksička pita pekare;700.0;nana sendvič + ivini keksi;800.0;sok;270.0;1770;2000;9k koraka;560.0;
2024-07-17;SRI;sendviči;700.0;pulled pork burger i bomboni + sok;1275.0;kinder pingvi i sendviči;850.0;2825;2000;6k + 2k + kup;650.0;
2024-07-18;ČET;mini tortica + sendviči;750.0;napolitanke + orada i restani;1310.0;sendviči + kviki gric;990.0;3050;2000;7k + kupanje;720.0;
2024-07-19;PET;sendvič + kviki gric;710.0;tortilje;1150.0;sendviči + sok;610.0;2470;2000;3k + kupanje;400.0;
2024-07-20;SUB;sendviči;600.0;bolonjez;970.0;sok + palačinke + bolonjez;1540.0;3110;2525;4k + 1k + kup;330.0;
2024-07-21;NED;sendviči;600.0;ćevapi + sladoled;1880.0;pizza;1250.0;3730;2525;1k+2k + ko+ku;350.0;120,5 kg
2024-07-22;PON;trokut sendvič + croissant + kitkat;810.0;roštilj;1500.0;/;0.0;2310;2150;3k koraka;200.0;
2024-07-23;UTO;pastrami sendvič;600.0;čips + sok + ostaci od roštilja;1395.0;cola + milk šnita + sola + prstići;865.0;2860;2150;9k koraka;550.0;
2024-07-24;SRI;mcdonalds;1310.0;dukatino + milk šnita + krumpir sa slanin;975.0;maxi king + sok + bomboni;730.0;3015;2150;13k + bic + bad;1100.0;
2024-07-25;ČET;kifla sendviči + bomboni;1550.0;orada i restani;830.0;kokice i sok;790.0;3170;2150;15k koraka;940.0;
2024-07-26;PET;sendviči;480.0;meso i krumpir + banana bread;1540.0;sloppy joe i krumpir;1360.0;3380;2150;6k koraka;400.0;
2024-07-27;SUB;chef's toast;650.0;milk šnita i dukatino;215.0;roštilj i sok;1700.0;2565;2150;5k koraka;350.0;
2024-07-28;NED;ostaci roštilja;1200.0;chicken burger i pommes;1300.0;dukatino;95.0;2595;2150;1k koraka;60.0;120,5 kg
2024-07-29;PON;topli sendviči;820.0;tjestenina s piletinom i lukom;880.0;milk šnita i sladoled + noodles + sok;950.0;2650;2150;10k koraka;690.0;
2024-07-30;UTO;topli sendviči;630.0;hotdog + sok + mcdonalds;1200.0;pizza + sok + čips;1800.0;3630;2150;10k koraka;660.0;
2024-07-31;SRI;omlet i tost + mountain dew;970.0;meso i tjestenina;570.0;sladoled + mcdonalds;1850.0;3390;2150;6k koraka;420.0;
2024-08-01;ČET;sendviči;700.0;keksi + tortilje;950.0;topli sendviči + kviki gric;1390.0;3040;2150;1k koraka;90.0;
2024-08-02;PET;/;0.0;mcdonalds ;1180.0;lazanje burek i sendviči;1360.0;2540;2150;8k + bicikl;1150.0;
2024-08-03;SUB;sendviči;750.0;kobasica i varvio od mahuna;820.0;sladoled + čokolada;600.0;2170;2150;6k koraka;380.0;
2024-08-04;NED;sendviči;600.0;b.meso u kornfleksu;1100.0;torta + party mix + picete + čips;1740.0;3440;2150;3k koraka;190.0;121 kg
2024-08-05;PON;sendviči;600.0;ćufte;850.0;čips i čokolada;1330.0;2780;2150;2k koraka;120.0;
2024-08-06;UTO;topli sendviči;900.0;čokolada + kokice + torta + ostaci;1900.0;sendviči + sladoled;950.0;3750;2150;2k koraka;120.0;
2024-08-07;SRI;sendviči + kolač;1000.0;tortilje;900.0;tortilje + sladoled;1300.0;3200;2150;3k koraka;240.0;
2024-08-08;ČET;indeks sendvič;900.0;cola;450.0;pizza i pommes + sok;1790.0;3140;2150;5k koraka;310.0;
2024-08-09;PET;tortilje i sladoled;1090.0;grašak i mljeveno;510.0;lubeinca + sendviči i kokice;860.0;2460;2150;3k koraka;210.0;
2024-08-10;SUB;sendviči;750.0;ostaci i riža;620.0;sendviči + keksi + kiflice + čips;1990.0;3360;2150;2k koraka;170.0;
2024-08-11;NED;sendviči;650.0;puretina i krumpir + keksi;700.0;malo roštilja i sok;530.0;1880;2150;2k + bicikl;180.0;121 kg
2024-08-12;PON;sendviči;850.0;stromboli;625.0;strombol i lubenica;995.0;2470;2150;1k koraka;100.0;
2024-08-13;UTO;sendviči + keksi;1125.0;pastrva i restani + lubenica;1075.0;sendviči i keksi;875.0;3075;2150;1k koraka;70.0;
2024-08-14;SRI;/;0.0;/;0.0;sendviči i keksi;1095.0;1095;2150;1k koraka;70.0;
2024-08-15;ČET;Kiflice sendviči;900.0;paprikaš;720.0;Kiflice sendviči + keksi;1075.0;2695;2150;1k koraka;60.0;
2024-08-16;PET;tost sednvič + hrenovke + keksi;775.0;/;0.0;lipizzano;1850.0;2625;2150;1k koraka;70.0;
2024-08-17;SUB;sendviči;900.0;neki kebab;760.0;catan kod trave;1000.0;2660;2150;1k koraka;60.0;
2024-08-18;NED;sendviči;900.0;minutni i pire + sendviči;1180.0;topli sendviči;1020.0;3100;2150;1k koraka;80.0;121,5 kg
2024-08-19;PON;topli sendviči;700.0;tjestenina s piletinom i gorgonzolom;840.0;sendviči;800.0;2340;2150;1k koraka;70.0;
2024-08-20;UTO;lepinja sendvič;750.0;roštilja hotdog;730.0;sendviči;700.0;2180;2150;2k koraka;130.0;
